instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,casual_p,registerd_p,Cluster
1382,2011-03-02,Spring,2011,March,20,No Holiday,Wednesday,Working Day,Few Clouds,0.36,0.3333,0.29,0.4179,9,86,95,9.473684210526317,90.52631578947368,Evening Rider
1383,2011-03-02,Spring,2011,March,21,No Holiday,Wednesday,Working Day,Few Clouds,0.34,0.2879,0.29,0.4627,3,68,71,4.225352112676056,95.77464788732394,Evening Rider
1384,2011-03-02,Spring,2011,March,22,No Holiday,Wednesday,Working Day,Few Clouds,0.3,0.2576,0.26,0.5522,4,44,48,8.333333333333332,91.66666666666666,Evening Rider
1385,2011-03-02,Spring,2011,March,23,No Holiday,Wednesday,Working Day,Few Clouds,0.26,0.2121,0.3,0.5224,0,22,22,0.0,100.0,Night Owl
1386,2011-03-03,Spring,2011,March,0,No Holiday,Thursday,Working Day,Few Clouds,0.24,0.197,0.3,0.4627,3,10,13,23.076923076923077,76.92307692307693,Night Owl
1387,2011-03-03,Spring,2011,March,1,No Holiday,Thursday,Working Day,Few Clouds,0.24,0.197,0.3,0.4627,0,1,1,0.0,100.0,Night Owl
1388,2011-03-03,Spring,2011,March,2,No Holiday,Thursday,Working Day,Few Clouds,0.2,0.1667,0.27,0.4627,1,2,3,33.33333333333333,66.66666666666666,Night Owl
1389,2011-03-03,Spring,2011,March,3,No Holiday,Thursday,Working Day,Few Clouds,0.2,0.1667,0.27,0.4627,0,1,1,0.0,100.0,Night Owl
1390,2011-03-03,Spring,2011,March,4,No Holiday,Thursday,Working Day,Few Clouds,0.16,0.1212,0.31,0.4925,0,1,1,0.0,100.0,Night Owl
1391,2011-03-03,Spring,2011,March,5,No Holiday,Thursday,Working Day,Few Clouds,0.14,0.1212,0.33,0.2985,1,7,8,12.5,87.5,All-Day Rider
1392,2011-03-03,Spring,2011,March,6,No Holiday,Thursday,Working Day,Few Clouds,0.14,0.1212,0.33,0.2985,1,34,35,2.857142857142857,97.14285714285714,All-Day Rider
1393,2011-03-03,Spring,2011,March,7,No Holiday,Thursday,Working Day,Few Clouds,0.12,0.0909,0.42,0.4179,1,110,111,0.9009009009009009,99.09909909909909,Commuter
1394,2011-03-03,Spring,2011,March,8,No Holiday,Thursday,Working Day,Few Clouds,0.14,0.1212,0.39,0.2985,4,216,220,1.8181818181818181,98.18181818181819,Commuter
1395,2011-03-03,Spring,2011,March,9,No Holiday,Thursday,Working Day,Few Clouds,0.16,0.1364,0.37,0.2836,10,135,145,6.896551724137931,93.10344827586206,Commuter
1396,2011-03-03,Spring,2011,March,10,No Holiday,Thursday,Working Day,Few Clouds,0.18,0.1818,0.29,0.194,7,49,56,12.5,87.5,All-Day Rider
1397,2011-03-03,Spring,2011,March,11,No Holiday,Thursday,Working Day,Few Clouds,0.2,0.2273,0.29,0.0896,10,40,50,20.0,80.0,All-Day Rider
1398,2011-03-03,Spring,2011,March,12,No Holiday,Thursday,Working Day,Few Clouds,0.22,0.2273,0.25,0.1343,7,65,72,9.722222222222223,90.27777777777779,All-Day Rider
1399,2011-03-03,Spring,2011,March,13,No Holiday,Thursday,Working Day,Few Clouds,0.22,0.2576,0.25,0.0896,13,67,80,16.25,83.75,All-Day Rider
1400,2011-03-03,Spring,2011,March,14,No Holiday,Thursday,Working Day,Few Clouds,0.24,0.2576,0.21,0.1045,18,60,78,23.076923076923077,76.92307692307693,All-Day Rider
1401,2011-03-03,Spring,2011,March,15,No Holiday,Thursday,Working Day,Few Clouds,0.24,0.2879,0.23,0.0,6,62,68,8.823529411764707,91.17647058823529,All-Day Rider
1402,2011-03-03,Spring,2011,March,16,No Holiday,Thursday,Working Day,Few Clouds,0.26,0.303,0.23,0.0,6,65,71,8.450704225352112,91.54929577464789,All-Day Rider
1403,2011-03-03,Spring,2011,March,17,No Holiday,Thursday,Working Day,Few Clouds,0.26,0.303,0.22,0.0,17,185,202,8.415841584158416,91.58415841584159,Commuter
1404,2011-03-03,Spring,2011,March,18,No Holiday,Thursday,Working Day,Few Clouds,0.24,0.2121,0.35,0.3284,6,161,167,3.592814371257485,96.40718562874252,Commuter
1405,2011-03-03,Spring,2011,March,19,No Holiday,Thursday,Working Day,Few Clouds,0.2,0.197,0.4,0.2537,5,101,106,4.716981132075472,95.28301886792453,Commuter
1406,2011-03-03,Spring,2011,March,20,No Holiday,Thursday,Working Day,Few Clouds,0.2,0.2273,0.4,0.0896,1,69,70,1.4285714285714286,98.57142857142858,Evening Rider
1407,2011-03-03,Spring,2011,March,21,No Holiday,Thursday,Working Day,Few Clouds,0.18,0.2121,0.4,0.1045,3,48,51,5.88235294117647,94.11764705882352,Evening Rider
1408,2011-03-03,Spring,2011,March,22,No Holiday,Thursday,Working Day,Few Clouds,0.2,0.2576,0.4,0.0,3,50,53,5.660377358490567,94.33962264150944,Evening Rider
1409,2011-03-03,Spring,2011,March,23,No Holiday,Thursday,Working Day,Cloudy,0.18,0.2121,0.43,0.0896,0,23,23,0.0,100.0,Night Owl
1410,2011-03-04,Spring,2011,March,0,No Holiday,Friday,Working Day,Cloudy,0.2,0.197,0.55,0.194,0,12,12,0.0,100.0,Night Owl
1411,2011-03-04,Spring,2011,March,1,No Holiday,Friday,Working Day,Cloudy,0.18,0.1818,0.64,0.194,0,4,4,0.0,100.0,Night Owl
1412,2011-03-04,Spring,2011,March,2,No Holiday,Friday,Working Day,Cloudy,0.18,0.1818,0.64,0.194,0,2,2,0.0,100.0,Night Owl
1413,2011-03-04,Spring,2011,March,3,No Holiday,Friday,Working Day,Cloudy,0.18,0.1667,0.74,0.2537,0,1,1,0.0,100.0,Night Owl
1414,2011-03-04,Spring,2011,March,4,No Holiday,Friday,Working Day,Cloudy,0.18,0.1818,0.74,0.194,1,0,1,100.0,0.0,Night Owl
1415,2011-03-04,Spring,2011,March,5,No Holiday,Friday,Working Day,Cloudy,0.16,0.1818,0.74,0.1343,0,7,7,0.0,100.0,All-Day Rider
1416,2011-03-04,Spring,2011,March,6,No Holiday,Friday,Working Day,Cloudy,0.16,0.197,0.74,0.0896,1,28,29,3.4482758620689653,96.55172413793103,All-Day Rider
1417,2011-03-04,Spring,2011,March,7,No Holiday,Friday,Working Day,Few Clouds,0.16,0.1818,0.8,0.1343,0,83,83,0.0,100.0,Commuter
1418,2011-03-04,Spring,2011,March,8,No Holiday,Friday,Working Day,Few Clouds,0.18,0.197,0.74,0.1343,6,222,228,2.631578947368421,97.36842105263158,Commuter
1419,2011-03-04,Spring,2011,March,9,No Holiday,Friday,Working Day,Few Clouds,0.22,0.2273,0.6,0.1343,12,138,150,8.0,92.0,Commuter
1420,2011-03-04,Spring,2011,March,10,No Holiday,Friday,Working Day,Few Clouds,0.24,0.2273,0.6,0.2537,10,56,66,15.151515151515152,84.84848484848484,All-Day Rider
1421,2011-03-04,Spring,2011,March,11,No Holiday,Friday,Working Day,Few Clouds,0.28,0.2727,0.52,0.2239,16,73,89,17.97752808988764,82.02247191011236,All-Day Rider
1422,2011-03-04,Spring,2011,March,12,No Holiday,Friday,Working Day,Few Clouds,0.32,0.303,0.43,0.1642,10,87,97,10.309278350515463,89.69072164948454,All-Day Rider
1423,2011-03-04,Spring,2011,March,13,No Holiday,Friday,Working Day,Few Clouds,0.34,0.3182,0.42,0.2239,13,74,87,14.942528735632186,85.0574712643678,All-Day Rider
1424,2011-03-04,Spring,2011,March,14,No Holiday,Friday,Working Day,Few Clouds,0.36,0.3333,0.4,0.2836,30,65,95,31.57894736842105,68.42105263157895,All-Day Rider
1425,2011-03-04,Spring,2011,March,15,No Holiday,Friday,Working Day,Few Clouds,0.36,0.3333,0.4,0.2985,31,75,106,29.245283018867923,70.75471698113208,All-Day Rider
1426,2011-03-04,Spring,2011,March,16,No Holiday,Friday,Working Day,Few Clouds,0.36,0.3485,0.46,0.194,17,101,118,14.40677966101695,85.59322033898306,All-Day Rider
1427,2011-03-04,Spring,2011,March,17,No Holiday,Friday,Working Day,Cloudy,0.36,0.3333,0.5,0.2537,22,206,228,9.649122807017543,90.35087719298247,Commuter
1428,2011-03-04,Spring,2011,March,18,No Holiday,Friday,Working Day,Cloudy,0.34,0.303,0.53,0.2985,15,172,187,8.02139037433155,91.97860962566845,Commuter
1429,2011-03-04,Spring,2011,March,19,No Holiday,Friday,Working Day,Few Clouds,0.32,0.303,0.61,0.2537,5,102,107,4.672897196261682,95.32710280373831,Commuter
1430,2011-03-04,Spring,2011,March,20,No Holiday,Friday,Working Day,Cloudy,0.3,0.2879,0.7,0.194,9,78,87,10.344827586206897,89.65517241379311,Evening Rider
1431,2011-03-04,Spring,2011,March,21,No Holiday,Friday,Working Day,Cloudy,0.3,0.2879,0.7,0.2239,6,64,70,8.571428571428571,91.42857142857143,Evening Rider
1432,2011-03-04,Spring,2011,March,22,No Holiday,Friday,Working Day,Few Clouds,0.3,0.2879,0.7,0.194,4,40,44,9.090909090909092,90.9090909090909,Evening Rider
1433,2011-03-04,Spring,2011,March,23,No Holiday,Friday,Working Day,Cloudy,0.3,0.303,0.75,0.1642,6,40,46,13.043478260869565,86.95652173913044,Night Owl
1434,2011-03-05,Spring,2011,March,0,No Holiday,Saturday,Non-Working Day,Cloudy,0.28,0.2879,0.81,0.1045,4,15,19,21.052631578947366,78.94736842105263,Night Owl
1435,2011-03-05,Spring,2011,March,1,No Holiday,Saturday,Non-Working Day,Cloudy,0.3,0.3182,0.81,0.1045,5,20,25,20.0,80.0,Night Owl
1436,2011-03-05,Spring,2011,March,2,No Holiday,Saturday,Non-Working Day,Cloudy,0.3,0.2879,0.87,0.194,5,15,20,25.0,75.0,Night Owl
1437,2011-03-05,Spring,2011,March,3,No Holiday,Saturday,Non-Working Day,Cloudy,0.3,0.2879,0.87,0.194,0,2,2,0.0,100.0,Night Owl
1438,2011-03-05,Spring,2011,March,4,No Holiday,Saturday,Non-Working Day,Cloudy,0.3,0.303,0.93,0.1642,0,1,1,0.0,100.0,Night Owl
1439,2011-03-05,Spring,2011,March,5,No Holiday,Saturday,Non-Working Day,Cloudy,0.3,0.303,1.0,0.1343,0,3,3,0.0,100.0,All-Day Rider
1440,2011-03-05,Spring,2011,March,6,No Holiday,Saturday,Non-Working Day,Cloudy,0.3,0.2879,1.0,0.2239,1,3,4,25.0,75.0,All-Day Rider
1441,2011-03-05,Spring,2011,March,7,No Holiday,Saturday,Non-Working Day,Cloudy,0.3,0.2727,1.0,0.2985,5,10,15,33.33333333333333,66.66666666666666,Commuter
1442,2011-03-05,Spring,2011,March,8,No Holiday,Saturday,Non-Working Day,Cloudy,0.3,0.2727,1.0,0.2985,11,34,45,24.444444444444443,75.55555555555556,Commuter
1443,2011-03-05,Spring,2011,March,9,No Holiday,Saturday,Non-Working Day,Cloudy,0.32,0.303,0.93,0.2239,15,48,63,23.809523809523807,76.19047619047619,Commuter
1444,2011-03-05,Spring,2011,March,10,No Holiday,Saturday,Non-Working Day,Cloudy,0.34,0.3333,0.93,0.194,34,69,103,33.00970873786408,66.99029126213593,All-Day Rider
1445,2011-03-05,Spring,2011,March,11,No Holiday,Saturday,Non-Working Day,Cloudy,0.4,0.4091,0.76,0.2239,43,116,159,27.044025157232703,72.95597484276729,All-Day Rider
1446,2011-03-05,Spring,2011,March,12,No Holiday,Saturday,Non-Working Day,Cloudy,0.44,0.4394,0.67,0.2537,46,121,167,27.54491017964072,72.45508982035929,All-Day Rider
1447,2011-03-05,Spring,2011,March,13,No Holiday,Saturday,Non-Working Day,Cloudy,0.46,0.4545,0.67,0.2836,60,130,190,31.57894736842105,68.42105263157895,All-Day Rider
1448,2011-03-05,Spring,2011,March,14,No Holiday,Saturday,Non-Working Day,Cloudy,0.48,0.4697,0.59,0.2836,80,118,198,40.4040404040404,59.59595959595959,All-Day Rider
1449,2011-03-05,Spring,2011,March,15,No Holiday,Saturday,Non-Working Day,Cloudy,0.46,0.4545,0.63,0.2985,83,122,205,40.487804878048784,59.512195121951216,All-Day Rider
1450,2011-03-05,Spring,2011,March,16,No Holiday,Saturday,Non-Working Day,Cloudy,0.48,0.4697,0.59,0.2985,74,130,204,36.27450980392157,63.725490196078425,All-Day Rider
1451,2011-03-05,Spring,2011,March,17,No Holiday,Saturday,Non-Working Day,Cloudy,0.48,0.4697,0.59,0.3582,60,104,164,36.58536585365854,63.41463414634146,Commuter
1452,2011-03-05,Spring,2011,March,18,No Holiday,Saturday,Non-Working Day,Cloudy,0.48,0.4697,0.59,0.3284,37,115,152,24.342105263157894,75.6578947368421,Commuter
1453,2011-03-05,Spring,2011,March,19,No Holiday,Saturday,Non-Working Day,Cloudy,0.46,0.4545,0.67,0.3284,27,62,89,30.337078651685395,69.66292134831461,Commuter
1454,2011-03-05,Spring,2011,March,20,No Holiday,Saturday,Non-Working Day,Cloudy,0.44,0.4394,0.77,0.3284,12,58,70,17.142857142857142,82.85714285714286,Evening Rider
1455,2011-03-05,Spring,2011,March,21,No Holiday,Saturday,Non-Working Day,Cloudy,0.44,0.4394,0.72,0.3284,12,60,72,16.666666666666664,83.33333333333334,Evening Rider
1456,2011-03-05,Spring,2011,March,22,No Holiday,Saturday,Non-Working Day,Cloudy,0.42,0.4242,0.77,0.2985,16,47,63,25.396825396825395,74.60317460317461,Evening Rider
1457,2011-03-05,Spring,2011,March,23,No Holiday,Saturday,Non-Working Day,Cloudy,0.44,0.4394,0.77,0.2985,10,34,44,22.727272727272727,77.27272727272727,Night Owl
1458,2011-03-06,Spring,2011,March,0,No Holiday,Sunday,Non-Working Day,Cloudy,0.42,0.4242,0.77,0.3582,11,41,52,21.153846153846153,78.84615384615384,Night Owl
1459,2011-03-06,Spring,2011,March,1,No Holiday,Sunday,Non-Working Day,Cloudy,0.42,0.4242,0.77,0.2836,12,27,39,30.76923076923077,69.23076923076923,Night Owl
1460,2011-03-06,Spring,2011,March,2,No Holiday,Sunday,Non-Working Day,Cloudy,0.4,0.4091,0.82,0.2836,5,27,32,15.625,84.375,Night Owl
1461,2011-03-06,Spring,2011,March,3,No Holiday,Sunday,Non-Working Day,Cloudy,0.42,0.4242,0.82,0.2985,2,9,11,18.181818181818183,81.81818181818183,Night Owl
1462,2011-03-06,Spring,2011,March,4,No Holiday,Sunday,Non-Working Day,Cloudy,0.42,0.4242,0.88,0.3582,0,3,3,0.0,100.0,Night Owl
1463,2011-03-06,Spring,2011,March,6,No Holiday,Sunday,Non-Working Day,Cloudy,0.42,0.4242,0.94,0.3582,1,1,2,50.0,50.0,All-Day Rider
1464,2011-03-06,Spring,2011,March,7,No Holiday,Sunday,Non-Working Day,Rain,0.42,0.4242,1.0,0.4478,0,5,5,0.0,100.0,Commuter
1465,2011-03-06,Spring,2011,March,8,No Holiday,Sunday,Non-Working Day,Cloudy,0.4,0.4091,1.0,0.2985,1,8,9,11.11111111111111,88.88888888888889,Commuter
1466,2011-03-06,Spring,2011,March,9,No Holiday,Sunday,Non-Working Day,Cloudy,0.42,0.4242,1.0,0.2836,4,18,22,18.181818181818183,81.81818181818183,Commuter
1467,2011-03-06,Spring,2011,March,10,No Holiday,Sunday,Non-Working Day,Cloudy,0.42,0.4242,1.0,0.2985,4,27,31,12.903225806451612,87.09677419354838,All-Day Rider
1468,2011-03-06,Spring,2011,March,11,No Holiday,Sunday,Non-Working Day,Cloudy,0.42,0.4242,1.0,0.2239,18,44,62,29.03225806451613,70.96774193548387,All-Day Rider
1469,2011-03-06,Spring,2011,March,12,No Holiday,Sunday,Non-Working Day,Cloudy,0.46,0.4545,0.94,0.3284,10,69,79,12.658227848101266,87.34177215189874,All-Day Rider
1470,2011-03-06,Spring,2011,March,13,No Holiday,Sunday,Non-Working Day,Cloudy,0.46,0.4545,0.94,0.3582,22,83,105,20.952380952380953,79.04761904761905,All-Day Rider
1471,2011-03-06,Spring,2011,March,14,No Holiday,Sunday,Non-Working Day,Rain,0.44,0.4394,1.0,0.2239,12,27,39,30.76923076923077,69.23076923076923,All-Day Rider
1472,2011-03-06,Spring,2011,March,15,No Holiday,Sunday,Non-Working Day,Rain,0.44,0.4394,1.0,0.2239,3,4,7,42.857142857142854,57.14285714285714,All-Day Rider
1473,2011-03-06,Spring,2011,March,16,No Holiday,Sunday,Non-Working Day,Rain,0.36,0.3333,1.0,0.2836,3,8,11,27.27272727272727,72.72727272727273,All-Day Rider
1474,2011-03-06,Spring,2011,March,17,No Holiday,Sunday,Non-Working Day,Rain,0.34,0.303,1.0,0.2985,2,23,25,8.0,92.0,Commuter
1475,2011-03-06,Spring,2011,March,18,No Holiday,Sunday,Non-Working Day,Rain,0.32,0.2879,1.0,0.3582,0,23,23,0.0,100.0,Commuter
1476,2011-03-06,Spring,2011,March,19,No Holiday,Sunday,Non-Working Day,Rain,0.3,0.2576,1.0,0.4925,0,11,11,0.0,100.0,Commuter
1477,2011-03-06,Spring,2011,March,20,No Holiday,Sunday,Non-Working Day,Rain,0.28,0.2424,1.0,0.4179,3,8,11,27.27272727272727,72.72727272727273,Evening Rider
1478,2011-03-06,Spring,2011,March,21,No Holiday,Sunday,Non-Working Day,Rain,0.24,0.1818,0.93,0.6119,1,6,7,14.285714285714285,85.71428571428571,Evening Rider
1479,2011-03-06,Spring,2011,March,22,No Holiday,Sunday,Non-Working Day,Cloudy,0.22,0.197,1.0,0.3881,0,10,10,0.0,100.0,Evening Rider
1480,2011-03-06,Spring,2011,March,23,No Holiday,Sunday,Non-Working Day,Cloudy,0.22,0.197,1.0,0.4179,0,9,9,0.0,100.0,Night Owl
1481,2011-03-07,Spring,2011,March,0,No Holiday,Monday,Working Day,Rain,0.2,0.1818,1.0,0.3284,0,4,4,0.0,100.0,Night Owl
1482,2011-03-07,Spring,2011,March,1,No Holiday,Monday,Working Day,Rain,0.2,0.1818,1.0,0.3284,0,2,2,0.0,100.0,Night Owl
1483,2011-03-07,Spring,2011,March,3,No Holiday,Monday,Working Day,Few Clouds,0.2,0.1515,0.8,0.5821,0,1,1,0.0,100.0,Night Owl
1484,2011-03-07,Spring,2011,March,4,No Holiday,Monday,Working Day,Few Clouds,0.2,0.1515,0.8,0.5224,1,0,1,100.0,0.0,Night Owl
1485,2011-03-07,Spring,2011,March,5,No Holiday,Monday,Working Day,Few Clouds,0.2,0.1818,0.75,0.3582,0,1,1,0.0,100.0,All-Day Rider
1486,2011-03-07,Spring,2011,March,6,No Holiday,Monday,Working Day,Few Clouds,0.2,0.1818,0.75,0.3881,3,31,34,8.823529411764707,91.17647058823529,All-Day Rider
1487,2011-03-07,Spring,2011,March,7,No Holiday,Monday,Working Day,Few Clouds,0.2,0.1667,0.75,0.4179,3,88,91,3.296703296703297,96.7032967032967,Commuter
1488,2011-03-07,Spring,2011,March,8,No Holiday,Monday,Working Day,Few Clouds,0.2,0.1818,0.75,0.3881,11,200,211,5.213270142180095,94.7867298578199,Commuter
1489,2011-03-07,Spring,2011,March,9,No Holiday,Monday,Working Day,Few Clouds,0.22,0.1818,0.64,0.4627,5,129,134,3.731343283582089,96.26865671641791,Commuter
1490,2011-03-07,Spring,2011,March,10,No Holiday,Monday,Working Day,Few Clouds,0.24,0.2121,0.6,0.2985,15,43,58,25.862068965517242,74.13793103448276,All-Day Rider
1491,2011-03-07,Spring,2011,March,11,No Holiday,Monday,Working Day,Few Clouds,0.26,0.2121,0.48,0.4478,19,41,60,31.666666666666664,68.33333333333333,All-Day Rider
1492,2011-03-07,Spring,2011,March,12,No Holiday,Monday,Working Day,Few Clouds,0.3,0.2727,0.42,0.4179,28,68,96,29.166666666666668,70.83333333333334,All-Day Rider
1493,2011-03-07,Spring,2011,March,13,No Holiday,Monday,Working Day,Few Clouds,0.32,0.2879,0.36,0.3881,16,54,70,22.857142857142858,77.14285714285715,All-Day Rider
1494,2011-03-07,Spring,2011,March,14,No Holiday,Monday,Working Day,Few Clouds,0.32,0.2879,0.36,0.4179,21,56,77,27.27272727272727,72.72727272727273,All-Day Rider
1495,2011-03-07,Spring,2011,March,15,No Holiday,Monday,Working Day,Few Clouds,0.34,0.303,0.31,0.3881,32,64,96,33.33333333333333,66.66666666666666,All-Day Rider
1496,2011-03-07,Spring,2011,March,16,No Holiday,Monday,Working Day,Few Clouds,0.34,0.303,0.31,0.3582,26,96,122,21.311475409836063,78.68852459016394,All-Day Rider
1497,2011-03-07,Spring,2011,March,17,No Holiday,Monday,Working Day,Few Clouds,0.34,0.303,0.29,0.3582,27,206,233,11.587982832618025,88.41201716738198,Commuter
1498,2011-03-07,Spring,2011,March,18,No Holiday,Monday,Working Day,Few Clouds,0.32,0.303,0.31,0.2239,19,214,233,8.15450643776824,91.84549356223177,Commuter
1499,2011-03-07,Spring,2011,March,19,No Holiday,Monday,Working Day,Few Clouds,0.3,0.2879,0.33,0.2239,11,134,145,7.586206896551724,92.41379310344827,Commuter
1500,2011-03-07,Spring,2011,March,20,No Holiday,Monday,Working Day,Few Clouds,0.3,0.303,0.33,0.1642,5,87,92,5.434782608695652,94.56521739130434,Evening Rider
1501,2011-03-07,Spring,2011,March,21,No Holiday,Monday,Working Day,Few Clouds,0.28,0.2727,0.38,0.2239,1,53,54,1.8518518518518516,98.14814814814815,Evening Rider
1502,2011-03-07,Spring,2011,March,22,No Holiday,Monday,Working Day,Few Clouds,0.26,0.2576,0.48,0.1642,1,34,35,2.857142857142857,97.14285714285714,Evening Rider
1503,2011-03-07,Spring,2011,March,23,No Holiday,Monday,Working Day,Few Clouds,0.28,0.3182,0.48,0.0,0,22,22,0.0,100.0,Night Owl
1504,2011-03-08,Spring,2011,March,0,No Holiday,Tuesday,Working Day,Few Clouds,0.26,0.2879,0.48,0.0896,1,9,10,10.0,90.0,Night Owl
1505,2011-03-08,Spring,2011,March,1,No Holiday,Tuesday,Working Day,Few Clouds,0.24,0.2424,0.52,0.1343,0,4,4,0.0,100.0,Night Owl
1506,2011-03-08,Spring,2011,March,2,No Holiday,Tuesday,Working Day,Few Clouds,0.24,0.2424,0.52,0.1343,1,0,1,100.0,0.0,Night Owl
1507,2011-03-08,Spring,2011,March,3,No Holiday,Tuesday,Working Day,Few Clouds,0.24,0.2576,0.52,0.0896,5,2,7,71.42857142857143,28.57142857142857,Night Owl
1508,2011-03-08,Spring,2011,March,4,No Holiday,Tuesday,Working Day,Few Clouds,0.22,0.2727,0.64,0.0,0,2,2,0.0,100.0,Night Owl
1509,2011-03-08,Spring,2011,March,5,No Holiday,Tuesday,Working Day,Few Clouds,0.2,0.2273,0.69,0.1045,2,8,10,20.0,80.0,All-Day Rider
1510,2011-03-08,Spring,2011,March,6,No Holiday,Tuesday,Working Day,Few Clouds,0.2,0.2576,0.59,0.0,3,42,45,6.666666666666667,93.33333333333333,All-Day Rider
1511,2011-03-08,Spring,2011,March,7,No Holiday,Tuesday,Working Day,Few Clouds,0.18,0.197,0.64,0.1343,9,119,128,7.03125,92.96875,Commuter
1512,2011-03-08,Spring,2011,March,8,No Holiday,Tuesday,Working Day,Few Clouds,0.22,0.2273,0.55,0.194,10,247,257,3.8910505836575875,96.10894941634241,Commuter
1513,2011-03-08,Spring,2011,March,9,No Holiday,Tuesday,Working Day,Few Clouds,0.26,0.2576,0.41,0.1642,11,140,151,7.28476821192053,92.71523178807946,Commuter
1514,2011-03-08,Spring,2011,March,10,No Holiday,Tuesday,Working Day,Cloudy,0.3,0.2879,0.33,0.194,25,46,71,35.2112676056338,64.7887323943662,All-Day Rider
1515,2011-03-08,Spring,2011,March,11,No Holiday,Tuesday,Working Day,Cloudy,0.36,0.3485,0.25,0.1642,26,52,78,33.33333333333333,66.66666666666666,All-Day Rider
1516,2011-03-08,Spring,2011,March,12,No Holiday,Tuesday,Working Day,Cloudy,0.36,0.3788,0.23,0.0,29,70,99,29.292929292929294,70.70707070707071,All-Day Rider
1517,2011-03-08,Spring,2011,March,13,No Holiday,Tuesday,Working Day,Cloudy,0.38,0.3939,0.25,0.1045,25,73,98,25.510204081632654,74.48979591836735,All-Day Rider
1518,2011-03-08,Spring,2011,March,14,No Holiday,Tuesday,Working Day,Cloudy,0.38,0.3939,0.2,0.0,16,56,72,22.22222222222222,77.77777777777779,All-Day Rider
1519,2011-03-08,Spring,2011,March,15,No Holiday,Tuesday,Working Day,Cloudy,0.36,0.3788,0.18,0.0,35,77,112,31.25,68.75,All-Day Rider
1520,2011-03-08,Spring,2011,March,16,No Holiday,Tuesday,Working Day,Few Clouds,0.38,0.3939,0.27,0.1642,26,82,108,24.074074074074073,75.92592592592592,All-Day Rider
1521,2011-03-08,Spring,2011,March,17,No Holiday,Tuesday,Working Day,Few Clouds,0.36,0.3485,0.27,0.2239,39,209,248,15.725806451612904,84.2741935483871,Commuter
